ID,university names,country code
1465,Bangladesh Agricultural University,BGD
1466,Bangladesh Open University,BGD
1467,Bangladesh University,BGD
1468,Bangladesh University of Business & Technology,BGD
1469,Bangladesh University of Engineering and Technology,BGD
1470,Bangladesh University of Professionals,BGD
1471,Bangladesh University of Textiles,BGD
1472,Academy Begum Rokeya University - Rangpur,BGD
1473,Academy BGC Trust University - Bangladesh,BGD
1474,Brac University,BGD
1475,Chittagong Independent University,BGD
1476,Chittagong University of Engineering and Technology,BGD
1477,City University,BGD
1478,Comilla University,BGD
1479,Daffodil International University,BGD
1480,Darul Ihsan University,BGD
1481,Dhaka International University,BGD
1482,Dhaka University of Engineering and Technology,BGD
1483,East Delta University,BGD
1484,Eastern University,BGD
1485,East West University,BGD
1487,Green University of Bangladesh,BGD
1488,Hajee Mohammad Danesh Science and Technology University,BGD
1489,IBAIS University,BGD
1490,Independent University Bangladesh,BGD
1491,International Culture University,BGD
1492,International Islamic University Chittagong,BGD
1493,International University of Business Agriculture and Technology,BGD
1494,Islamic University Kushtia,BGD
1495,Islamic University of Technology,BGD
1496,Jagannath University,BGD
1497,Jahangirnagar University,BGD
1498,Jatiya Kabi Kazi Nazrul Islam University,BGD
1499,Khulna University,BGD
1500,Khulna University of Engineering And Technology,BGD
1501,Leading University,BGD
1502,Manarat International University,BGD
1503,Mawlana Bhashani Science And Technology University,BGD
1504,Metropolitan University,BGD
1505,Military Institute of Science and Technology,BGD
1506,National University,BGD
1507,Noakhali University of Science and Technology,BGD
1508,North East University Bangladesh,BGD
1509,Northern University Bangladesh,BGD
1510,North South University,BGD
1511,Pabna University of Science and Technology,BGD
1512,Patuakhali Science and Technology University,BGD
1513,People's University of Bangladesh,BGD
1514,Premier University,BGD
1515,Presidency University,BGD
1516,Queens University,BGD
1517,Rajshahi University of Engineering and Technology,BGD
1518,Shahjalal University of Science and Technology,BGD
1520,Southern University Bangladesh,BGD
1521,Stamford University,BGD
1522,Sylhet Agricultural University,BGD
1523,Sylhet Engineering College,BGD
1524,Sylhet International University,BGD
1525,United International University,BGD
1526,University of Asia Pacific,BGD
1527,University of Chittagong,BGD
1528,University of Development Alternative,BGD
1529,University of Dhaka,BGD
1530,University of Information Technology & Sciences,BGD
1531,University of Liberal Arts,BGD
1532,University of Rajshahi,BGD
1533,University of Science & Technology Chittagong,BGD
1534,World University of Bangladesh,BGD
1535,Université de Ouagadougou,BFA
1536,"Academy of Economics ""Dimitur A. Tscenov""",BGR
1537,Academy of Music Dance and Fine Arts,BGR
1538,Agricultural University of Plovdiv,BGR
1539,American University in Bulgaria,BGR
1540,Bourgas Free University,BGR
1541,"Bourgas University ""Prof. Assen Zlatarov""",BGR
1542,City University Programs in Bulgaria,BGR
1543,International University College,BGR
1544,Medical University of Sofia,BGR
1545,Medical University Pleven,BGR
1546,Medical University Plovdiv,BGR
1547,Medical University Varna,BGR
1548,Military University Shoumen,BGR
1549,"National Academy for Theatre and Film Arts ""Krustju Sarafov""",BGR
1550,National Academy of Arts,BGR
1551,"National Academy of Music ""Pantcho Vladigerov""",BGR
1552,National Sports Academy Sofia,BGR
1553,New Bulgarian University,BGR
1554,"Shoumen University ""Konstantin Preslavski""",BGR
1555,"Sofia University ""St. Kliment Ohridski""",BGR
1556,"South-West University ""Neofit Rilski""",BGR
1557,Technical University of Gabrovo,BGR
1558,Technical University of Sofia,BGR
1559,Technical University of Varna,BGR
1560,Trakia University Stara Zagora,BGR
1561,"University of Architecture, Civil Engineering and Geodesy",BGR
1562,University of Chemical Technology and Metallurgy,BGR
1563,University of Economics Varna,BGR
1564,University of Food Technology,BGR
1565,University of Forestry Sofia,BGR
1566,"University of Mining and Geology ""St. Ivan Rils""",BGR
1567,University of National and World Economy,BGR
1568,University of Plovdiv,BGR
1569,University of Rousse,BGR
1570,Varna Free University,BGR
1571,"Veliko Turnovo University ""Cyril and Methodius""",BGR
1572,Al Ahlia University,BHR
1573,Ama International University,BHR
1574,Applied Science University,BHR
1575,Arabian Gulf University,BHR
1576,Arab Open University,BHR
1577,Bahrain Polytechnic,BHR
1578,Gulf University College,BHR
1579,New York Instiute of Technology,BHR
1580,RCSI-Medical University of Bahrain,BHR
1581,The Kingdom University,BHR
1582,University College Bahrain,BHR
1583,University of Bahrain,BHR
1584,Espam Formation University,BEN
1585,Houdegbe North American University Benin,BEN
1586,Université d'Abomey-Calavi (UAC),BEN
1587,Institut Teknologi Brunei,BRN
1588,Universiti Islam Sultan Sharif Ali,BRN
1589,University of Brunei Darussalam,BRN
1590,Escuela Militar de Ingeniería,BOL
1591,Universidad Adventista de Bolivia,BOL
1592,Universidad Amazonica de Pando,BOL
1593,Universidad Andina Simón Bolivar,BOL
1594,"Universidad Autónoma del Beni ""José Ballivián""",BOL
1595,Universidad Autónoma Gabriel René Moreno,BOL
1596,Universidad Autónoma Juan Misael Saracho,BOL
1597,Universidad Autónoma Tomás Frías,BOL
1598,Universidad Cat├│lica Boliviana - Cochabamba,BOL
1602,Universidad Central,BOL
1603,Universidad de Aquino Bolivia,BOL
1604,Universidad Domingo Savio,BOL
1605,Universidad Empresarial Mateo Kuljis,BOL
1607,Universidad Los Andes,BOL
1608,Universidad Mayor de San Andrés,BOL
1609,Universidad Mayor de San Simón,BOL
1610,Universidad Nacional Siglo XX Llallagua,BOL
1611,Universidad Nuestra Senora de La Paz,BOL
1612,Universidad NUR,BOL
1613,Universidad Privada Abierta Latinoamericana,BOL
1614,Universidad Privada Boliviana,BOL
1615,Universidad Privada del Valle,BOL
1616,Universidad Privada de Santa Cruz de la Sierra,BOL
1617,Universidad Privada Franz Tamayo (UNIFRANZ),BOL
1618,Universidad Salesiana de Bolivia,BOL
1619,Universidad San Francisco Xavier,BOL
1620,Universidad San Francisco Xavier de Chuquisaca,BOL
1621,Universidad Técnica de Oruro,BOL
1622,Centro Regional Universitário de Espiríto Santo do Pinhal,BRA
1623,Centro Universitário Adventista de São Paulo,BRA
1624,Centro Universitário Barao de Maua,BRA
1625,Centro Universitário Claretiano,BRA
1626,Centro Universitário de Araraquara,BRA
1627,Centro Universitário de João Pessoa,BRA
1628,Centro Universitário Monte Serrat,BRA
1629,Centro Universitário Newton Paiva,BRA
1630,Centro Universitário Plinio Leite,BRA
1631,Centro Universitário Senac,BRA
1632,Centro Universitário Serra dos Órgãos,BRA
1633,EMESCAM - Escola Superior de Ciências da Santa Casa de Misericórdia de Vitória,BRA
1634,FAAP - Fundação Armando Alvares Penteado,BRA
1635,Faculdade Integradas do Ceará,BRA
1636,Faculdade Italo Brasileira,BRA
1637,Faculdade Jaguariúna,BRA
1638,Faculdades Integradas Curitiba,BRA
1639,Faculdades Integradas do Brasil - UNIBRASIL,BRA
1640,Faculdades Integradas Toledo,BRA
1641,Faculdades Integradas UPIS,BRA
1642,FAE Business School - Faculdade de Administração e Economia,BRA
1643,Fundação Educacional de Ituverava,BRA
1644,Instituto Mauá de Tecnologia,BRA
1645,Instituto Nacional de Matemática Pura e Aplicada - IMPA,BRA
1646,Instituto Tecnológico de Aeronáutica,BRA
1647,Pontifícia Universidade Católica de Campinas,BRA
1648,Pontifícia Universidade Católica de Minas Gerais,BRA
1649,Pontifícia Universidade Católica de São Paulo,BRA
1650,Pontificia Universidade Católica do Paraná,BRA
1651,Pontifícia Universidade Católica do Rio de Janeiro,BRA
1652,Pontifícia Universidade Católica do Rio Grande do Sul,BRA
1653,Universidade Bandeirante de São Paulo,BRA
1654,Universidade Braz Cubas,BRA
1655,Universidade Camilo Castelo Branco,BRA
1656,Universidade Candido Mendes,BRA
1657,Universidade Castelo Branco,BRA
1658,Universidade Católica de Brasília,BRA
1659,Universidade Católica de Goiás,BRA
1660,Universidade Católica de Pelotas,BRA
1661,Universidade Católica de Pernambuco,BRA
1662,Universidade Católica de Petrópolis,BRA
1663,Universidade Católica de Salvador,BRA
1664,Universidade Católica de Santos,BRA
1665,Universidade Católica Dom Bosco,BRA
1666,Universidade Cidade de São Paulo,BRA
1667,Universidade Cruzeiro do Sul,BRA
1668,Universidade da Amazônia,BRA
1669,Universidade da Região da Campanha,BRA
1670,Universidade de Alfenas,BRA
1671,Universidade de Brasília,BRA
1672,Universidade de Caxias do Sul,BRA
1673,Universidade de Cruz Alta,BRA
1674,Universidade de Fortaleza,BRA
1675,Universidade de Franca,BRA
1676,Universidade de Guarulhos,BRA
1678,Universidade de Marília,BRA
1679,Universidade de Mogi das Cruzes,BRA
1680,Universidade de Nova Iguaçu,BRA
1681,Universidade de Passo Fundo,BRA
1682,Universidade de Pernambuco,BRA
1683,Universidade de Ribeirão Preto,BRA
1684,Universidade de Santa Cruz do Sul,BRA
1685,Universidade de Santo Amaro,BRA
1686,Universidade de São Paulo,BRA
1687,Universidade de Taubaté,BRA
1688,Universidade de Tocantins,BRA
1689,Universidade de Uberaba,BRA
1690,Universidade de Vila Velha,BRA
1691,Universidade do Amazonas,BRA
1692,Universidade do Estado da Bahia,BRA
1693,Universidade do Estado de Santa Catarina,BRA
1694,Universidade do Estado do Rio de Janeiro,BRA
1695,Universidade do Estado do Rio Grande do Norte,BRA
1696,Universidade do Extremo Sul Catarinense,BRA
1697,Universidade do Grande Rio,BRA
1698,Universidade do Oeste de Santa Catarina,BRA
1699,Universidade do Oeste Paulista,BRA
1700,Universidade do Rio de Janeiro,BRA
1701,Universidade do Rio Grande,BRA
1702,Universidade do Sagrado Coração,BRA
1703,Universidade do Sul de Santa Catarina,BRA
1704,Universidade do Vale do Itajaí,BRA
1705,Universidade Estácio de Sá,BRA
1706,Universidade Estadual da Paraíba,BRA
1707,Universidade Estadual de Feira de Santana,BRA
1708,Universidade Estadual de Londrina,BRA
1709,Universidade Estadual de Maringá,BRA
1710,Universidade Estadual de Montes Claros,BRA
1711,Universidade Estadual de Ponta Grossa,BRA
1712,Universidade Estadual de Santa Cruz,BRA
1713,Universidade Estadual do Ceará,BRA
1714,Universidade Estadual do Centro-Oeste,BRA
1715,Universidade Estadual do Maranhão,BRA
1716,Universidade Estadual do Norte Fluminense,BRA
1717,Universidade Estadual do Oeste do Paraná,BRA
1718,Universidade Estadual do Piauí,BRA
1719,Universidade Estadual do Vale do Acaraú,BRA
1720,Universidade Estadual Paulista,BRA
1721,Universidade Estadual Sudoeste da Bahia,BRA
1722,Universidade Federal da Bahia,BRA
1723,Universidade Federal da Grande Dourados,BRA
1724,Universidade Federal da Paraíba,BRA
1725,Universidade Federal de Alagoas,BRA
1726,Universidade Federal de Campina Grande,BRA
1727,Universidade Federal de Goiás,BRA
1728,Universidade Federal de Juiz de Fora,BRA
1729,Universidade Federal de Lavras,BRA
1730,Universidade Federal de Mato Grosso,BRA
1731,Universidade Federal de Mato Grosso do Sul,BRA
1732,Universidade Federal de Minas Gerais,BRA
1733,Universidade Federal de Ouro Preto,BRA
1734,Universidade Federal de Pelotas,BRA
1735,Universidade Federal de Pernambuco,BRA
1736,Universidade Federal de Rondônia,BRA
1737,Universidade Federal de Roraima,BRA
1738,Universidade Federal de Santa Catarina,BRA
1739,Universidade Federal de Santa Maria,BRA
1740,Universidade Federal de São Carlos,BRA
1741,Universidade Federal de São Paulo,BRA
1742,Universidade Federal de Sergipe,BRA
1743,Universidade Federal de Uberlândia,BRA
1744,Universidade Federal de Viçosa,BRA
1745,Universidade Federal do ABC,BRA
1746,Universidade Federal do Acre,BRA
1747,Universidade Federal do Amapá,BRA
1748,Universidade Federal do Ceará,BRA
1749,Universidade Federal do Espírito Santo,BRA
1750,Universidade Federal do Maranhão,BRA
1751,Universidade Federal do Pará,BRA
1752,Universidade Federal do Paraná,BRA
1753,Universidade Federal do Piauí,BRA
1754,Universidade Federal do Rio de Janeiro,BRA
1755,Universidade Federal do Rio Grande do Norte,BRA
1756,Universidade Federal do Rio Grande do Sul,BRA
1757,Universidade Federal do Vale do São Francisco,BRA
1758,Universidade Federal Fluminense,BRA
1759,Universidade Federal Rural de Pernambuco,BRA
1760,Universidade Federal Rural do Rio de Janeiro,BRA
1761,Universidade Federal Rural do Semi-Árido,BRA
1762,Universidade Gama Filho,BRA
1763,Universidade Ibirapuera,BRA
1764,Universidade Luterana do Brasil,BRA
1765,Universidade Mackenzie,BRA
1766,Universidade Metodista de Piracicaba,BRA
1767,Universidade Metropolitana de Santos,BRA
1768,Universidade para o Desenvolvimento do Alto Vale do Itajaí,BRA
1769,Universidade Paulista,BRA
1770,Universidade Potiguar,BRA
1771,Universidade Regional de Blumenau,BRA
1772,Universidade Regional do Cariri,BRA
1773,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,BRA
1774,Universidade Regional Integrada do Alto Uruguai e das Missões,BRA
1775,Universidade Salgado de Oliveira,BRA
1776,Universidade Salvador,BRA
1777,Universidade Santa Cecília dos Bandeirantes,BRA
1778,Universidade Santa Úrsula,BRA
1779,Universidade São Francisco,BRA
1780,Universidade São Judas Tadeu,BRA
1781,Universidade São Marcos,BRA
1782,Universidade Tiradentes,BRA
1783,Universidade Vale do Paraiba,BRA
1784,Universidade Vale do Rio Doce,BRA
1785,Universidade Vale do Rio dos Sinos,BRA
1786,Universidade Veiga de Almeida,BRA
1787,The College of The Bahamas,BHS
1788,American University of the Caribbean - School of Medicine,BLZ
1789,Central America Health Sciences University (Belize Medical College),BLZ
1790,Greenford International University,BLZ
1791,University of Belize,BLZ
1792,West Coast University (WCU),BLZ
1793,Université de Bangui,CAF
1794,Université d'Abobo-Adjamé,CIV
1795,Université de Bouaké,CIV
1796,Université de Cocody,CIV
1797,Escuela de Arquitectura y Diseño,CHL
1798,Pontificia Universidad Catolica de Chile,CHL
1799,Universidad Academia de Humanismo Cristiano,CHL
1802,Universidad Adolfo Ibáñez,CHL
1803,Universidad Adventista de Chile,CHL
1804,Universidad Alberto Hurtado,CHL
1805,Universidad Arcis,CHL
1806,"Universidad ""Arturo Prat""",CHL
1807,Universidad Austral de Chile,CHL
1808,Universidad Autonoma del Sur,CHL
1809,Universidad Bernardo O'Higgins,CHL
1810,Universidad Bolivariana,CHL
1812,Universidad Catolica de La Santísima Concepción,CHL
1813,Universidad Catolica del Maule,CHL
1814,Universidad Catolica del Norte,CHL
1815,Universidad Catolica de Temuco,CHL
1816,Universidad Catolica de Valparaiso,CHL
1818,Universidad Chileno Britanica de Cultura,CHL
1819,Universidad de Aconcagua,CHL
1820,Universidad de Antofagasta,CHL
1821,"University for the Arts, Sciences, and Communication",CHL
1822,Universidad de Atacama,CHL
1823,Universidad de Chile,CHL
1824,Universidad de Ciencias de la Informatica,CHL
1825,Universidad de Concepcion,CHL
1826,Universidad de La Frontera,CHL
1827,Universidad de Las Américas,CHL
1828,Universidad de La Serena,CHL
1829,Universidad del Bío-Bío,CHL
1830,Universidad del Desarrollo,CHL
1831,Universidad del Mar,CHL
1832,Universidad de Los Andes,CHL
1833,Universidad de Los Lagos,CHL
1834,Universidad del Pacífico,CHL
1835,Universidad de Magallanes,CHL
1836,Universidad de Playa Ancha de Ciencias de la Educacion,CHL
1838,Universidad de Santiago de Chile,CHL
1839,Universidad de Talca,CHL
1840,Universidad de Tarapacá,CHL
1841,Universidad de Valparaiso,CHL
1842,Universidad de Viña del Mar,CHL
1843,Universidad Diego Portales,CHL
1844,Universidad Finis Terrae,CHL
1845,Universidad Francisco de Aguirre,CHL
1846,Universidad Gabriela Mistral,CHL
1847,Universidad Iberoamericana de Ciencias y Tecnologia,CHL
1848,Universidad International SEK - Santiago,CHL
1849,Universidad José Santos Ossa,CHL
1850,Universidad La Republica,CHL
1851,Universidad Mariano Egaña,CHL
1852,Universidad Maritima de Chile,CHL
1853,Universidad Mayor,CHL
1854,Universidad Metropolitana de Ciencias de la Educación,CHL
1855,Universidad Miguel de Cervantes,CHL
1856,Universidad Nacional Andrés Bello,CHL
1857,Universidad San Sebastian,CHL
1858,Universidad Santo Tomás,CHL
1860,Universidad Tecnológica Metropolitana,CHL
1861,"Universidad Tecnologica ""Vicente Perez Rosales""",CHL
1862,Bamenda University of Science & Technology,CMR
1863,Fomic Polytechnic,CMR
1864,Université de Bamenda,CMR
1865,Université de Buéa,CMR
1866,Université de Douala,CMR
1867,Université de Dschang,CMR
1868,Université de Ngaoundéré,CMR
1869,Université des Montagnes,CMR
1870,Université de Yaoundé I,CMR
1871,Université de Yaoundé II,CMR
1872,2nd Military Medical University,CHN
1873,3rd Military Medical University,CHN
1874,4th Military Medical University,CHN
1876,Anhui Normal University,CHN
1877,Anhui Technical College of Water Resources and Hydroelectric Power,CHN
1878,Anhui University,CHN
1879,Anhui University of Finance and Economics,CHN
1880,Anhui University of Traditional Chinese Medicine,CHN
1881,Beijing Foreign Studies University,CHN
1883,Beijing Information Science and Technology University,CHN
1885,Beijing International Studies University,CHN
1886,Beijing Language and Culture University,CHN
1887,Beijing Medical University,CHN
1888,Beijing New Asia University,CHN
1890,Beijing Petroleum University,CHN
1891,Beijing Polytechnic University,CHN
1892,Beijing Sport University,CHN
1893,Beijing Union University,CHN
1894,Beijing University of Aeronautics and Astronautics,CHN
1895,Beijing University of Agriculture,CHN
1897,Beijing University of Chinese Medicine and Pharmacology,CHN
1900,Bohai University,CHN
1901,Buddhist Acamedy of China,CHN
1903,Capital University of Economics and Business,CHN
1904,Capital University of Medical Sciences,CHN
1905,Central Academy of  Fine Art,CHN
1907,Central Radio and TV University,CHN
1908,Central South Forestry University,CHN
1910,Central University for Nationalities,CHN
1911,Central University of Finance and Economics,CHN
1912,Changchun Teachers College,CHN
1913,Changchun University of Technology,CHN
1914,Changsha Railway University,CHN
1915,Changsha University of Electric Power,CHN
1916,Chengdu Institute of Sichuan International Studies University,CHN
1917,Chengdu University,CHN
1918,Chengdu University of Technology,CHN
1919,Chengdu University of Traditional Chinese Medicine,CHN
1920,China Academy of Art,CHN
1922,China Agriculture University East,CHN
1923,China Foreign Affairs University,CHN
1924,China Medical University Shenyang,CHN
1925,China Pharmaceutical University Nanjing,CHN
1926,China Three Gorges University,CHN
1927,China University of Geoscience Beijing,CHN
1928,China University of Geosciences Wuhan,CHN
1929,China University of Mining Technology - Beijing,CHN
1930,China University of Mining Technology - Xuzhou,CHN
1931,China University of Political Science and Law,CHN
1932,China USA Business University,CHN
1933,China youth college for political science,CHN
1934,Chinese People's Public Security University,CHN
1935,Chongqing Education College,CHN
1937,Chongqing Normal University,CHN
1938,Chongqing Normal University Foreign Trade and Business College,CHN
1939,Chongqing Technology and Business University,CHN
1940,Chongqing Telecommunication College,CHN
1941,Chongqing Three Gorges University,CHN
1943,Chongqing University of Communications,CHN
1944,Chongqing University of Post and Telecommunications,CHN
1945,Chongqing University of Science and Technology,CHN
1946,Chongqing University of Technology,CHN
1947,Chongqing Vocational College of Public Transportation,CHN
1948,Chongqing Wenli University,CHN
1949,Civil Aviation University of China,CHN
1950,Communication University of China,CHN
1951,Dalian Martime University,CHN
1952,Dalian Medical University,CHN
1953,Dalian Polytechnic University,CHN
1954,Dalian University,CHN
1955,Dalian University of Foreign Language,CHN
1957,Dongbei University of Finance And Economics,CHN
1958,Donghua University - Shanghai,CHN
1959,East China Jiao Tong University,CHN
1962,Emeishan Buddhist College,CHN
1963,Foshan University,CHN
1965,Fujian Agricultural University,CHN
1966,Fujian Medical University,CHN
1967,Fujian Normal University,CHN
1968,Fujian University of Traditional Chinese Medicine,CHN
1969,Fushun Petroleum University,CHN
1971,Gansu Agricultural University,CHN
1972,Gansu University of Technology,CHN
1973,Guangdong Peizheng College,CHN
1974,Guangdong Polytechnic Normal University,CHN
1975,Guangdong Radio & TV University,CHN
1976,Guangdong University of Foreign Studies,CHN
1977,Guangdong University of Technology,CHN
1978,Guangxi Medical University,CHN
1979,Guangxi Normal University,CHN
1980,Guangxi Traditional Chinese Medical University,CHN
1982,Guangxi University for Nationalities,CHN
1983,Guangzhou Academy of Fine Art,CHN
1984,Guangzhou Normal University,CHN
1985,Guangzhou University,CHN
1986,Guangzhou University of Traditional Chinese Medicine,CHN
1987,Guizhou Normal University,CHN
1988,Guizhou University,CHN
1989,Hainan Normal University,CHN
1990,Hainan University,CHN
1993,Harbin Normal University,CHN
1994,Harbin University of Civil Engineering & Architecture,CHN
1995,Harbin University of Science and Technology,CHN
1996,Hebei Academy of Fine Art,CHN
1997,Hebei Agricultural University,CHN
1998,Hebei Medical University,CHN
1999,Hebei Normal University,CHN
2000,Hebei United University,CHN
2001,Hebei University,CHN
2002,Hebei University of Economics and Trade,CHN
2003,Hebei University of Science and Technology,CHN
2004,Hebei University of Technology,CHN
2007,Heilongjiang August 1st Reclamation University,CHN
2008,Heilongjiang Commercial University,CHN
2009,Heilongjiang University,CHN
2010,Henan Agriculture University,CHN
2011,Henan Buddhist College,CHN
2012,Henan Normal University,CHN
2013,Henan Univeristy,CHN
2014,Hohai University Changzhou,CHN
2015,Huaihai Institute of Technology,CHN
2016,Huaihua Medical College,CHN
2017,Huaihua Radio and Television University,CHN
2019,Huanghe Science & Technology University,CHN
2020,Huaqiao University Quanzhuo,CHN
2023,Hubei University,CHN
2024,Huizhou University,CHN
2025,Hunan Agricultural University,CHN
2026,Hunan Normal University,CHN
2028,Inner Mongolia Agricultural University,CHN
2029,Inner Mongolia Normal University,CHN
2030,Inner Mongolia Polytechnic University,CHN
2031,Inner Mongolia University,CHN
2032,International Business University of Beijing,CHN
2033,Jiangsu University of Science and Technology,CHN
2034,Jiangxi Agricultural University,CHN
2035,Jiangxi Normal University,CHN
2036,Jiangxi University of Finance and Economics,CHN
2037,Jiangxi University of Traditional Chinese Medicine,CHN
2038,Jiaying University,CHN
2039,Jilin Agricultural University,CHN
2041,Jilin University of Technology,CHN
2042,Jimei University,CHN
2044,Jingdezhen China Institute,CHN
2045,Jishou University,CHN
2046,Kunmimg University of Science and Technology,CHN
2048,Liaocheng Teachers University,CHN
2049,Liaoning Normal University,CHN
2050,Liaoning Technical University,CHN
2051,Liaoning University,CHN
2052,Logistics Engineering University of PLA,CHN
2053,Ludong University,CHN
2054,Luxun Academy of Fine Art,CHN
2055,Luzhou Medical College,CHN
2058,Nanjing Forestry University,CHN
2059,Nanjing Institute of Meteorology,CHN
2061,Nanjing Union Theological Seminary,CHN
2064,Nanjing University of Chemical Technology,CHN
2065,Nanjing University of Economics,CHN
2066,Nanjing University of Posts and Telecommunications,CHN
2068,Nanjing University of Traditional Chinese Medicine,CHN
2071,Neijiang Teacher University,CHN
2073,Ningbo University of Technology,CHN
2074,Ningxia Medical College,CHN
2075,Ningxia University,CHN
2077,North China University of Technology,CHN
2078,Northeast Agricultural University,CHN
2079,Northeastern University,CHN
2080,Northeast Forest University,CHN
2082,Northeast University at Qinhuangdao Campus,CHN
2083,Northern Jiaotong University,CHN
2084,Northern Sichuan Medical College,CHN
2086,Northwest Normal University Lanzhou,CHN
2087,Northwest Polytechnical University Xi'an,CHN
2088,Northwest University Xi'an,CHN
2090,Panzhihua University,CHN
2092,Qingdao University of Science and Technology,CHN
2093,Qinghai Normal University,CHN
2094,Qinghai Radio & Television University,CHN
2095,Qinghai University,CHN
2096,Qiongzhou University,CHN
2097,Qufu Normal University,CHN
2100,Shandong Agricultural University,CHN
2101,Shandong Economic University,CHN
2102,Shandong Medical University,CHN
2103,Shandong Normal University,CHN
2105,Shandong University of Art and Design,CHN
2106,Shandong University of Science and Technology,CHN
2107,Shandong University of Technology,CHN
2108,Shandong University of Triaditional Chinese Medicine,CHN
2109,Shanghai Business School,CHN
2110,Shanghai City College,CHN
2111,Shanghai Customs College,CHN
2112,Shanghai Dainji University,CHN
2113,Shanghai Institue of Foreign Trade,CHN
2114,Shanghai International Studies University,CHN
2115,Shanghai Jiaotong University,CHN
2116,Shanghai Lida Polytechnic Institute,CHN
2117,Shanghai Lixin University of Commerce,CHN
2119,Shanghai Medical University,CHN
2120,Shanghai Normal University,CHN
2121,Shanghai Ocean University,CHN
2122,Shanghai Ouhua Vocational Technical College,CHN
2123,Shanghai Sanda University,CHN
2124,Shanghai Second Medical University,CHN
2125,Shanghai Second Polytechnic University,CHN
2126,Shanghai Sipo Polytechnic,CHN
2127,Shanghai Television University,CHN
2128,Shanghai TieDao University,CHN
2130,Shanghai University of Engineering Science,CHN
2131,Shanghai University of Finance and Economics,CHN
2132,Shanghai University of Science and Technology,CHN
2133,Shanghai University of Traditional Chinese Medicine and Pharmacology,CHN
2135,Shanxi Agricultural University,CHN
2138,Shaoguan University,CHN
2139,Shenyang Institute of Chemical Technology,CHN
2140,Shenyang Jianzhu University,CHN
2141,Shenyang Pharmaceutical University,CHN
2142,Shenyang Polytechnic University,CHN
2143,Shenyang University,CHN
2144,Shihezi University,CHN
2145,Sichuan Agricultural University,CHN
2146,Sichuan Fine Art Institute,CHN
2147,Sichuan International Studies University,CHN
2148,Sichuan Normal University,CHN
2151,South China Construction University,CHN
2153,South China University,CHN
2156,Southern Medial University,CHN
2157,Southern Yangtze University,CHN
2158,South University of Science and Technology of China,CHN
2159,Southwest Agricultural University,CHN
2160,Southwest Forestry University,CHN
2162,Southwest Petroleum University,CHN
2164,Southwest University of Finance and Economics,CHN
2165,Southwest University of Nationalities,CHN
2166,Southwest University of Political Science and Law,CHN
2167,Southwest University of Science and Technology,CHN
2168,South West University Yucai College,CHN
2169,Sun Yat-Sen University of Medical Sciences,CHN
2170,Suzhou University,CHN
2171,Taiyuan University of Technology,CHN
2172,Taizhou College,CHN
2173,Tarim University,CHN
2174,The University of Nottingham Ningbo China,CHN
2175,Tianjin Academy of Fine Art,CHN
2177,Tianjin Normal University,CHN
2178,Tianjin Open University,CHN
2179,Tianjin Polytechnic University,CHN
2181,Tianjin University of Commerce,CHN
2182,Tianjin University of Finance & Economics,CHN
2183,Tianjin University of Technology,CHN
2184,Tibet Agricultural and Animal Husbandry College,CHN
2185,Tibet Tibetan Medical College,CHN
2186,Tibet University,CHN
2187,Tibet University of Nationalities,CHN
2188,Tongji Medical University,CHN
2191,University of Hydraulic Electric Engineering,CHN
2192,University of International Business and Economics,CHN
2194,University of Petroleum (East China),CHN
2196,Urumqi Vocational University,CHN
2197,Wenzhou Medical College,CHN
2198,Wenzhou University,CHN
2199,West China University of Medical Sciences,CHN
2200,Wudanshan Taoist College,CHN
2201,Wuhan Automobile Polytechnical University,CHN
2202,Wuhan Technical University of Surveying and Mapping,CHN
2203,Wuhan Transportation University,CHN
2204,Wuhan University of Hydraulic and Electric Engineering,CHN
2206,Wuhan University School of Medicine,CHN
2207,Wuxi University of Light Industry,CHN
2208,Wuyi University,CHN
2210,Xi'an Academy of Fine Art,CHN
2211,Xiangtan Normal University,CHN
2213,Xi'an Highway University,CHN
2214,Xi'an International Studies University,CHN
2215,Xi'an Jiaotong-Liverpool University,CHN
2217,Xi'an University of Architecture and Technology,CHN
2218,Xi'an University of Electronic Science and Technology,CHN
2219,Xi'an University of Technology,CHN
2220,Xihua University,CHN
2221,Xijiang University,CHN
2222,Xinghai Conservatory of Music,CHN
2223,Xinjiang Agriculture University,CHN
2224,Xinjiang Normal University,CHN
2225,Xinjiang University,CHN
2226,Xinjiang University of Finance and Economics,CHN
2227,Xuzhou Normal University,CHN
2228,Yan'an University,CHN
2229,Yanbian University,CHN
2230,Yanbian University of Science and Technology,CHN
2231,Yangtze Normal University,CHN
2232,Yangtze University,CHN
2233,Yan Shan University,CHN
2234,Yantai Education Institute & Yantai Television University,CHN
2235,Yantai University,CHN
2236,Yunnan Agriculture University,CHN
2237,Yunnan Normal University,CHN
2239,Zhanjiang Ocean University,CHN
2240,Zhejiang Forestry University,CHN
2241,Zhejiang Gongshang University,CHN
2243,Zhejiang Sci-Tech University,CHN
2245,Zhengda Software College,CHN
2246,Zhengzhou Grain University,CHN
2247,Zhengzhou University of Technology,CHN
2248,Zhongnan University of Economics and Law,CHN
2249,Zhongnan University of Finance and Economics,CHN
2250,Zhongnan University of Technology,CHN
2251,Zhongshan University,CHN
