ID,university names,country code,address
1354,Yerevan State Medical University,ARM,"2 Koryun St, Yerevan 0025, Armenia"
1355,Yerevan State University,ARM,"1 Alek Manukyan St, Yerevan 0025, Armenia"
1356,Instituto de Enseñanza Superior del Ejército,ARG,"Av. Cabildo 65, C1426 CABA, Argentina"
1357,"Instituto Nacional de Educación Física ""General Manuel Belgrano""",ARG,NaN
1358,Instituto Tecnológico de Buenos Aires,ARG,"Av. Eduardo Madero 399, C1106ACD CABA, Argentina"
1359,Instituto Universitario Aeronáutico,ARG,"Av. Fuerza Aerea Argentina 6500, Córdoba, Argentina"
1360,Instituto Universitario CEMA,ARG,NaN
1361,Instituto Universitario de Ciencias de la Salud Fundación H.A. Barceló,ARG,"French 2464, C1125AAH CABA, Argentina"
1362,Instituto Universitario de Estudios Navales y Marítimos,ARG,NaN
1363,Instituto Universitario de la Policia Federal,ARG,"Rosario 532, C1424 CABA, Argentina"
1364,Instituto Universitario Nacional del Arte,ARG,"Azcuénaga 1129, C1115 AAG, Buenos Aires, Argentina"
1365,Universidad Abierta Interamericana,ARG,"Ciudad de Buenos Aires Ciudad Autónoma de Buenos Aires AR, Av. San Juan 951, C1147 AAH, Argentina"
1366,Universidad Adventista del Plata,ARG,"25 de Mayo 99, E3103XAF Libertador San Martín, Entre Ríos, Argentina"
1367,Universidad Argentina de la Empresa,ARG,"Lima 775, C1073 AAO, Buenos Aires, Argentina"
1368,"Universidad Argentina ""John F. Kennedy""",ARG,"Bartolomé Mitre 1411, C1037ABA CABA, Argentina"
1369,Universidad Atlantida Argentina,ARG,"Diagonal Rivadavia 515, B7109 Mar de Ajó, Buenos Aires, Argentina"
1370,Universidad Austral Buenos Aires,ARG,"Cerrito 1250, C1010AAZ CABA, Argentina"
1371,Universidad Autónoma de Entre Ríos,ARG,"Enrique Carbó & Gral. José de San Martín, Paraná, Entre Ríos, Argentina"
1372,Universidad Blas Pascal,ARG,"C1020ADU, Rodríguez Peña 1085, C1020ADU CABA, Argentina"
1373,Academy Universidad CAECE - Buenos Aires,ARG,NaN
1374,Universidad Católica Argentina Santa Maria de los Buenos Aires,ARG,"C1107AFF, Av. Alicia Moreau de Justo 1600, C1107AFF CABA, Argentina"
1375,Universidad Católica de Córdoba,ARG,"Obispo Trejo 323, X5000 IYG, Córdoba, Argentina"
1376,Universidad Católica de Cuyo,ARG,"Av. José Ignacio de la Roza 1516, J5400 San Juan, Argentina"
1377,Universidad Católica de La Plata,ARG,"Av. 13 1227, B1900 La Plata, Buenos Aires, Argentina"
1378,Universidad Católica de Salta,ARG,"Campus Castañares, A4400 Salta, Argentina"
1379,Universidad Católica de Santa Fé,ARG,"Cngo. Echagüe 7151, S3000 Santa Fe, Argentina"
1380,Universidad Católica de Santiago del Estero,ARG,"Campus Universitario, Av. Alsina s/n, G4200 Santiago del Estero, Argentina"
1381,Universidad Champagnat,ARG,"Belgrano 721, M5501 Godoy Cruz, Mendoza, Argentina"
1382,Universidad de Belgrano,ARG,"Zabala 1837, C1426 DQG, Buenos Aires, Argentina"
1383,Universidad de Bologna - Representación en Buenos Aires,ARG,"Marcelo Torcuato de Alvear 1149, C1055 CABA, Argentina"
1384,Universidad de Buenos Aires,ARG,"Viamonte 430, C1053 CABA, Argentina"
1385,Universidad de Ciencias Empresariales y Sociales,ARG,"Paraguay 1401, C1061ABA CABA, Argentina"
1386,Universidad de Concepción del Uruguay,ARG,"8 de Junio 522, E3260 Concepción del Uruguay, Entre Ríos, Argentina"
1387,Universidad de Congreso,ARG,"Av. Colón 90, M5500GEN Mendoza, Argentina"
1388,Universidad de Flores - Buenos Aires,ARG,"Av. Rivadavia 5741, C1406GLA Caballito, Buenos Aires, Argentina"
1389,Universidad del Aconcagua,ARG,"Catamarca 147, M5500CKC Mendoza, Argentina"
1390,Universidad de la Cuenca del Plata,ARG,"Lavalle 50, W3410 BCB, Corrientes, Argentina"
1391,Universidad de la Fraternidad de Agrupaciones Santo Tomas de Aquino (FASTA),ARG,NaN
1392,Universidad de la Marina Mercante,ARG,"Av. Rivadavia 2258, C1034ACO CABA, Argentina"
1393,Universidad del Centro Educativo Latinoamericano Rosario,ARG,"BUN, Av. Pellegrini 1332, S2000 Rosario, Santa Fe, Argentina"
1394,Universidad del Cine - Buenos Aires,ARG,"Dr. José Modesto Giuffra 330, C1064ADD CABA, Argentina"
1395,Universidad del Museo Social Argentino,ARG,"Sarmiento 1565, C1042ABC CABA, Argentina"
1396,"Universidad del Norte ""Santo Tomás de Aquino""",ARG,"IHC, 9 de Julio 165, T4000 San Miguel de Tucumán, Tucumán, Argentina"
1397,Universidad del Salvador,ARG,"C1040AAB, Pres. Tte. Gral. Juan Domingo Perón 1818, C1040AAB CABA, Argentina"
1398,Universidad de Mendoza,ARG,"Av. Boulogne Sur Mer 683, M5500 Mendoza, Argentina"
1399,Universidad de Morón,ARG,"Cabildo 134, Morón, Buenos Aires, Argentina"
1400,Universidad de San Andres,ARG,"Vito Dumas 284, B1644BID Victoria, Buenos Aires, Argentina"
1401,Universidad Empresarial Siglio 21,ARG,"De los Latinos 8555, X5008 Córdoba, Argentina"
1402,Universidad ISALUD,ARG,"C1095AAQ, Venezuela 931, C1095AAQ Buenos Aires, Argentina"
1403,"Universidad ""Juan Agustín Maza""",ARG,"Lateral Sur del Acceso Este 2245, M5519, Mendoza, Argentina"
1404,Universidad Maimónides,ARG,"Hidalgo 775, C1405 CABA, Argentina"
1405,Universidad Nacional de Catamarca,ARG,"Maximio Victoria, K4700 San Fernando del Valle de Catamarca, Catamarca, Argentina"
1406,Universidad Nacional de Córdoba,ARG,"Av. Haya de la Torre s/n, Córdoba, Argentina"
1407,Universidad Nacional de Cuyo,ARG,"Centro Universitario, M5500 Mendoza, Argentina"
1408,Universidad Nacional de Entre Ríos,ARG,"Eva Perón 24, E3260 Concepción del Uruguay, Entre Ríos, Argentina"
1409,Universidad Nacional de Formosa,ARG,"3200 Avenue Formosa AR, Av. Dr. Luis Gutniski, P3600CMQ Formosa, Argentina"
1410,Universidad Nacional de General San Martín,ARG,"Martín de, M. Irigoyen 3100, B1650 San Martín, Buenos Aires, Argentina"
1411,Universidad Nacional de General Sarmiento,ARG,"Juan María Gutiérrez 1150, B1613 Los Polvorines, Buenos Aires, Argentina"
1412,Universidad Nacional de Jujuy,ARG,"Av. Bolivia 1239, Y4600 San Salvador de Jujuy, Jujuy, Argentina"
1413,Universidad Nacional de La Matanza,ARG,"Florencio Varela 1903, B1754 San Justo, Buenos Aires, Argentina"
1414,Universidad Nacional de Lanus,ARG,"29 de Septiembre 3901, B1832 Remedios de Escalada, Buenos Aires, Argentina"
1415,Universidad Nacional de La Pampa,ARG,"Cnel. Gil 353, L6300DUG Santa Rosa, La Pampa, Argentina"
1416,Universidad Nacional de la Patagonia Austral,ARG,"Ruta Nacional 3, Z9011 Caleta Olivia, Santa Cruz, Argentina"
1417,"Universidad Nacional de la Patagonia ""San Juan Bosco""",ARG,"Ciudad Universitaria KM 4, U9005 Comodoro Rivadavia, Chubut, Argentina"
1418,Universidad Nacional de La Plata,ARG,"Calle 51 entre 124, C1925 La Plata, Buenos Aires, Argentina"
1419,Universidad Nacional de La Rioja,ARG,"Av. Luis M. de la Fuente S/N, Ciudad Universitaria de la Ciencia y de la Técnica, F5300 La Rioja, Argentina"
1420,Universidad Nacional del Centro de la Provincia de Buenos Aires,ARG,"Pinto 399, Tandil, Buenos Aires, Argentina"
1421,Universidad Nacional del Comahue,ARG,"Buenos Aires 1400, Q8300 Neuquén, Argentina"
1422,Universidad Nacional del Littoral,ARG,"Bv. Pellegrini 2750, S3000 Santa Fe, Argentina"
1423,Universidad Nacional del Nordeste,ARG,"25 de Mayo 868, W3400 BCH, Corrientes, Argentina"
1424,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,ARG,"Av. Libertad 555, B6000 Junín, Buenos Aires, Argentina"
1425,Universidad Nacional de Lomas de Zamora,ARG,"Camino de Cintura y Juan XXIII, B1832 Lomas de Zamora, Buenos Aires, Argentina"
1426,Universidad Nacional del Sur,ARG,"Av. Alem 1253, B8000 Bahía Blanca, Buenos Aires, Argentina"
1427,Universidad Nacional de Luján,ARG,"Ruta 5 y, Av. Constitución, B6700 Luján, Buenos Aires, Argentina"
1428,Universidad Nacional de Mar del Plata,ARG,"Deán Funes 3350, B7602AYL Mar del Plata, Buenos Aires, Argentina"
1429,Universidad Nacional de Misiones,ARG,"Fernando Elias LLamosas 9400, N3304 Posadas, Misiones, Argentina"
1430,Universidad Nacional de Quilmes,ARG,"Roque Sáenz Peña 352, B1876 Bernal, Buenos Aires, Argentina"
1431,Universidad Nacional de Río Cuarto,ARG,"Ruta Nac. 36 - Km. 601, X5804BYA Río Cuarto, Córdoba, Argentina"
1432,Universidad Nacional de Rosario,ARG,"Maipú 1065, S2000CGK Rosario, Santa Fe, Argentina"
1433,Universidad Nacional de Salta,ARG,"Av. Bolivia 5150, A4400 Salta, Argentina"
1434,Universidad Nacional de San Juan,ARG,"Bartolomé Mitre Oeste 396, J5402 San Juan, Argentina"
1435,Universidad Nacional de San Luis,ARG,"Av. Ejército de los Andes 950, D5700 BPB, San Luis, Argentina"
1436,Universidad Nacional de Santiago del Estero,ARG,"Av. Belgrano Sur 1912, G4200 Santiago del Estero, Argentina"
1437,Universidad Nacional de Tres de Febrero,ARG,"2736, AHF, Av. Gral. Mosconi, B1674 Sáenz Peña, Buenos Aires, Argentina"
1438,Universidad Nacional de Tucumán,ARG,"Batalla de Ayacucho 491, T4000 San Miguel de Tucumán, Tucumán, Argentina"
1439,Universidad Nacional de Villa María,ARG,"Arturo Jauretche 1555, X5900 Villa María, Córdoba, Argentina"
1440,Universidad Notarial Argentina,ARG,"Guido 1841, C1119AAA CABA, Argentina"
1441,Universidad Tecnológica Nacional,ARG,"Sarmiento 440, C1041AAJ CABA, Argentina"
1442,Universidad Torcuato di Tella,ARG,"Av. Pres. Figueroa Alcorta 7350, C1428 CABA, Argentina"
1443,American University,BIH,"4400 Massachusetts Ave NW, Washington, DC 20016, United States"
1444,International Burch University,BIH,"Francuske revolucije bb, Ilidža 71210, Bosnia & Herzegovina"
1445,International University of Sarajevo,BIH,"Hrasnička cesta 15, Ilidža 71210, Bosnia & Herzegovina"
1446,International University of Travnik,BIH,"44°13'37.5""N 17°38'47.9""E, Bosnia & Herzegovina"
1447,Sarajevo Film Academy,BIH,"Hrasnička cesta 3a, Ilidža 71210, Bosnia & Herzegovina"
1448,Slobomir P Univerzitet,BIH,"Svetog Save 1, Doboj 74000, Bosnia & Herzegovina"
1449,University of Banja Luka,BIH,"University of Banja Luka, Bulevar vojvode Petra Bojovića 1A, Banja Luka 78000, Bosnia and Herzegovina"
1450,University of Bihac,BIH,"Pape Ivana Pavla II 2/II, Bihać 77000, Bosnia & Herzegovina"
1451,University of East Srarajevo,BIH,"Vuka Karadžića 30, Lukavica 71126, Bosnia & Herzegovina"
1452,University of Mostar,BIH,"Matice hrvatske, Mostar 88000, Bosnia & Herzegovina"
1453,University of Sarajevo,BIH,"Obala Kulina bana 7/II, Sarajevo 71000, Bosnia & Herzegovina"
1454,University of Tuzla,BIH,"Dr. Tihomila Markovića 1, Tuzla 75000, Bosnia & Herzegovina"
1455,University of Zenica,BIH,"Fakultetska 3, Zenica 72000, Bosnia & Herzegovina"
1456,University Vitez In Travnik,BIH,"Školska 23, Travnik 72270, Bosnia & Herzegovina"
1457,"Univerzitet u Mostaru ""Dzemal Bijedic""",BIH,"Univerzitetski kampus, Mostar 88104, Bosnia & Herzegovina"
1458,Ahsanullah University of Science & Technology,BGD,"141 & 142, Love Road, Dhaka 1208, Bangladesh"
1459,American International University - Bangladesh,BGD,"408/1, Kuratoli, Dhaka 1229, Bangladesh"
1460,Asa University Bangladesh,BGD,"23/3, Bir Uttam A.N.M Nuruzzaman Sarak, Dhaka 1207, Bangladesh"
1461,Asian University of Bangladesh,BGD,"House No. 25, Road No. 5, Sector-7, Behind BNS Center, Dhaka 1230, Bangladesh"
1462,Atish Dipankar University,BGD,"Plot# 209, Sector# 15 khantek, Dhaka 1230, Bangladesh"
1463,Bangabandhu Sheikh Mujibur Rahman Agricultural University,BGD,"Shmultali - Salna Rd, Gazipur 1706, Bangladesh"
1464,Bangabandhu Sheikh Mujibur Rahman Medical University,BGD,"Dhaka 1000, Bangladesh"
1465,Bangladesh Agricultural University,BGD,"BAU Main Road, Mymensingh 2202, Bangladesh"
1466,Bangladesh Open University,BGD,"1705, Bangladesh"
1467,Bangladesh University,BGD,"15, 1 Iqbal Road, Dhaka 1207, Bangladesh"
1468,Bangladesh University of Business & Technology,BGD,"Rupnagar, R/A Mirpur-2, Dhaka 1216, Bangladesh"
1469,Bangladesh University of Engineering and Technology,BGD,"BUET Central Road, Dhaka 1000, Bangladesh"
1470,Bangladesh University of Professionals,BGD,"Mirpur Cantonment, Road No 2 Section# 12, 1216, Bangladesh"
1471,Bangladesh University of Textiles,BGD,"92, Shaheed Tajuddin Ahmed Avenue, Tejgaon Industrial Area, Dhaka 1208, Bangladesh"
1472,Academy Begum Rokeya University - Rangpur,BGD,NaN
1473,Academy BGC Trust University - Bangladesh,BGD,"BGC Biddyanagar, Chittagong - Cox's Bazar Hwy, Chandanaish, Bangladesh"
1474,Brac University,BGD,"66, Dhaka 1212, Bangladesh"
1475,Chittagong Independent University,BGD,"Minhaj Complex, Jamal Khan Rd, Chittagong 4000, Bangladesh"
1476,Chittagong University of Engineering and Technology,BGD,"Kaptai, Highway Raozan Pahartali Rd, চট্টগ্রাম 4349, Bangladesh"
1477,City University,BGD,"Toll-Gate Area, Lagos - Ibadan Expy, Ibadan, Nigeria"
1478,Comilla University,BGD,"Comilla University Road, Comilla 3506, Bangladesh"
1479,Daffodil International University,BGD,"Dhaka 1205, Bangladesh"
1480,Darul Ihsan University,BGD,"Rd No. 2, Dhaka 1205, Bangladesh"
1481,Dhaka International University,BGD,"House # 4, Banani, Rd No 1, Dhaka 1213, Bangladesh"
1482,Dhaka University of Engineering and Technology,BGD,"Shimultoly Rd, Gazipur 1707, Bangladesh"
1483,East Delta University,BGD,"Abdullah Al Noman Road, Noman Society, East Nasirabad Khulshi Chittagong, 4209, Bangladesh"
1484,Eastern University,BGD,"1300 Eagle Rd, St Davids, PA 19087, United States"
1485,East West University,BGD,"Jahurul Islam City Gate, A/2 Jahurul Islam Ave, Dhaka 1212, Bangladesh"
1487,Green University of Bangladesh,BGD,"আইডিবি ভবন, 220/D, Begum Rokeya Sarani (300 meter, North Side of, Dhaka 1207, Bangladesh"
1488,Hajee Mohammad Danesh Science and Technology University,BGD,"Basherhat N508, 5200, Bangladesh"
1489,IBAIS University,BGD,"House # 21/A, Road# 16(27 Old) Dhanmondi., Road No.16, Dhaka 1209, Bangladesh"
1490,Independent University Bangladesh,BGD,"Plot 16, Block B Aftab Uddin Ahmed Rd, Dhaka 1229, Bangladesh"
1491,International Culture University,BGD,"3,Unity close,Celestial street, Giwa, Oke-Aro via Iju-Ishaga,Lagos, Agege, Lagos, Nigeria"
1492,International Islamic University Chittagong,BGD,"Kumira 4318, Bangladesh"
1493,International University of Business Agriculture and Technology,BGD,"4 Embankment Drive Road, Off Dhaka-Ashulia Road, Sector-10, Uttara Model Town, Dhaka 1230, Bangladesh"
1494,Islamic University Kushtia,BGD,Bangladesh
1495,Islamic University of Technology,BGD,"Board Bazar, Dhaka- Mymensingh Highway, Gazipur 1704, Bangladesh"
1496,Jagannath University,BGD,"9, 10 Chittaranjan Ave, Dhaka 1100, Bangladesh"
1497,Jahangirnagar University,BGD,"Savar Union 1342, Bangladesh"
1498,Jatiya Kabi Kazi Nazrul Islam University,BGD,"Namapara-Battala, Trishal, Bangladesh"
1499,Khulna University,BGD,"Sher-E-Bangla Rd, Khulna 9208, Bangladesh"
1500,Khulna University of Engineering And Technology,BGD,"Khulna 9203, Bangladesh"
1501,Leading University,BGD,"Ragib nagar, Ponaullah Bazar Rd, Kamal Bazar 3112, Bangladesh"
1502,Manarat International University,BGD,"Plot # CEN-16, Rd 106, Dhaka 1212, Bangladesh"
1503,Mawlana Bhashani Science And Technology University,BGD,"Santosh, Tangail, 1902, Bangladesh"
1504,Metropolitan University,BGD,"166-220 Holloway Rd, London N7 8DB, United Kingdom"
1505,Military Institute of Science and Technology,BGD,"Dhaka 1216, Bangladesh"
1506,National University,BGD,"104, Funsho Williams Avenue, Surulere, Lagos, Lagos, Lagos, Nigeria"
1507,Noakhali University of Science and Technology,BGD,"Noakhali Science and Technology University, Sonapur, University Rd, 3814, Bangladesh"
1508,North East University Bangladesh,BGD,"Sheikhghat - Kazirbazar Rd, Sylhet 3100, Bangladesh"
1509,Northern University Bangladesh,BGD,"24 Mirpur Road Campus (Opposite of Dhaka College, Dhaka 1205, Bangladesh"
1510,North South University,BGD,"Plot, 15, Block B Kuril - NSU Rd, Dhaka 1229, Bangladesh"
1511,Pabna University of Science and Technology,BGD,"Rajapur, Dhaka - Pabna Highway, Pabna 6600, Bangladesh"
1512,Patuakhali Science and Technology University,BGD,"Dhaka - Patuakhali Highway, 8602, Bangladesh"
1513,People's University of Bangladesh,BGD,"Block-A Asad Avenue, Mohammadpur, Dhaka 1207, Bangladesh"
1514,Premier University,BGD,"Academic Building#4, HazariLane, Chittagong 4000, Bangladesh"
1515,Presidency University,BGD,"86, 1, College St, Calcutta University, rd, Kolkata, West Bengal 700073, India"
1516,Queens University,BGD,"99 University Ave, Kingston, ON K7L 3N6, Canada"
1517,Rajshahi University of Engineering and Technology,BGD,"Rajshahi, Bangladesh"
1518,Shahjalal University of Science and Technology,BGD,"University Ave, Sylhet 3114, Bangladesh"
1520,Southern University Bangladesh,BGD,"739 /A Mehedibag, Road, Chittagong 4000, Bangladesh"
1521,Stamford University,BGD,"450 Serra Mall, Stanford, CA 94305, United States"
1522,Sylhet Agricultural University,BGD,"Alurtol Road, Sylhet, Bangladesh"
1523,Sylhet Engineering College,BGD,"Tilagarh, Alurtol Road, Sylhet 3100, Bangladesh"
1524,Sylhet International University,BGD,"College Rd, Sylhet 3100, Bangladesh"
1525,United International University,BGD,"United City, Madani Ave, Dhaka 1212, Bangladesh"
1526,University of Asia Pacific,BGD,"74/A Green Rd, Dhaka 1205, Bangladesh"
1527,University of Chittagong,BGD,"Chittagong University Rd, Hathazari 4331, Bangladesh"
1528,University of Development Alternative,BGD,"80, Satmasjid Road, Dhanmondi R/A, Dhaka 1209, Bangladesh"
1529,University of Dhaka,BGD,"Nilkhet Rd, Dhaka 1000, Bangladesh"
1530,University of Information Technology & Sciences,BGD,"No. 24, Redemption Road, Off KM 47 Lagos - Ibadan Express Way, Redemption Camp, Nigeria, Lagos, Nigeria"
1531,University of Liberal Arts,BGD,"House No. 56, Road No. 4, A Satmasjid Road, Dhaka 1209, Bangladesh"
1532,University of Rajshahi,BGD,"Administration Building 1, Rajshahi, Bangladesh"
1533,University of Science & Technology Chittagong,BGD,"Eyo Ita Cres, Yaba, Lagos, Nigeria"
1534,World University of Bangladesh,BGD,"Plot # 3/A, Road No 4, Dhaka 1205, Bangladesh"
1535,Université de Ouagadougou,BFA,"03 BP 7021, Ouagadougou, Burkina Faso"
1536,"Academy of Economics ""Dimitur A. Tscenov""",BGR,NaN
1537,Academy of Music Dance and Fine Arts,BGR,"ul. ""Saborna"" 39, 4000 Staria grad, Plovdiv, Bulgaria"
1538,Agricultural University of Plovdiv,BGR,"бул. Менделеев 12, 4000 Trakiya, Plovdiv, Bulgaria"
1539,American University in Bulgaria,BGR,"2700 Southern Industrial Zone, Blagoevgrad, Bulgaria"
1540,Bourgas Free University,BGR,"bul. ""San Stefano"" 62, 8001 g.k. Bratya Miladinovi, Burgas, Bulgaria"
1541,"Bourgas University ""Prof. Assen Zlatarov""",BGR,"ул. Проф. Якимов 1, 8010 VHTI Professor Dr. Asen Zlatarov, Burgas, Bulgaria"
1542,City University Programs in Bulgaria,BGR,NaN
1543,International University College,BGR,"113 Agbogba - Ashongman Rd, Ghana"
1544,Medical University of Sofia,BGR,"Blvd, Boulevard ""Akademik Ivan Evstratiev Geshov "" 15, 1431 Sofia, Bulgaria"
1545,Medical University Pleven,BGR,"1, Saint Kliment Ohridski Street, 5800 Pleven, Bulgaria"
1546,Medical University Plovdiv,BGR,"бул. Васил Априлов 15A, 4002 Tsentar, Plovdiv, Bulgaria"
1547,Medical University Varna,BGR,"ul. ""Professor Marin Drinov"" 55, 9002 Center, Varna, Bulgaria"
1548,Military University Shoumen,BGR,NaN
1549,"National Academy for Theatre and Film Arts ""Krustju Sarafov""",BGR,"ул. Георги С. Раковски 108A, 1000 Sofia Center, Sofia, Bulgaria"
1550,National Academy of Arts,BGR,"Shipka Street 1, 1000 Sofia Center, Sofia, Bulgaria"
1551,"National Academy of Music ""Pantcho Vladigerov""",BGR,"бул. Евлоги Георгиев 94, 1505 Oborishte, Sofia, Bulgaria"
1552,National Sports Academy Sofia,BGR,"1700 Studentski Kompleks, Sofia, Bulgaria"
1553,New Bulgarian University,BGR,"ul. ""Montevideo"" 21, 1618 g.k. Ovcha kupel 2, Sofia, Bulgaria"
1554,"Shoumen University ""Konstantin Preslavski""",BGR,"улица „Университетска“ 115;, 9700 Shumen, Bulgaria"
1555,"Sofia University ""St. Kliment Ohridski""",BGR,"bul. ""Tsar Osvoboditel"" 15, 1504 Sofia Center, Sofia, Bulgaria"
1556,"South-West University ""Neofit Rilski""",BGR,"ul. ""Ivan Mihaylov"" 66, 2700 South-West University Neofit Rilski, Blagoevgrad, Bulgaria"
1557,Technical University of Gabrovo,BGR,"ul. ""Hadji Dimitar"" 4, 5300 Gabrovo Center, Gabrovo, Bulgaria"
1558,Technical University of Sofia,BGR,"bulevard ""Sveti Kliment Ohridski"" 8, 1756 Studentski Kompleks, Sofia, Bulgaria"
1559,Technical University of Varna,BGR,"ul. ""Studentska"" 1, 9010 Levski, Varna, Bulgaria"
1560,Trakia University Stara Zagora,BGR,"6015 Студентски град, Stara Zagora, Bulgaria"
1561,"University of Architecture, Civil Engineering and Geodesy",BGR,"bul. ""Hristo Smirnenski"" 1, 1164 g.k. Lozenets, Sofia, Bulgaria"
1562,University of Chemical Technology and Metallurgy,BGR,"bulevard ""Sveti Kliment Ohridski"" 8, 1756 Studentski Kompleks, Sofia, Bulgaria"
1563,University of Economics Varna,BGR,"bul. ""Knyaz Boris I"" 77, 9002 Center, Varna, Bulgaria"
1564,University of Food Technology,BGR,"Boulevard ""Maritza"" 26, 4002 Marasha, Plovdiv, Bulgaria"
1565,University of Forestry Sofia,BGR,"bulevard ""Sveti Kliment Ohridski"" 10, 1756 g.k. Darvenitsa, Sofia, Bulgaria"
1566,"University of Mining and Geology ""St. Ivan Rils""",BGR,NaN
1567,University of National and World Economy,BGR,"ul. ""8-mi dekemvri"", 1700 Studentski Kompleks, Sofia, Bulgaria"
1568,University of Plovdiv,BGR,"ul. ""Tsar Asen"" 24, 4000 Tsentar, Plovdiv, Bulgaria"
1569,University of Rousse,BGR,"ul. ""Studentska"" 8, 7017 Studentski grad, Ruse, Bulgaria"
1570,Varna Free University,BGR,"ул. „Янко Славчев“ № 84, 9007 Chayka, Varna, Bulgaria"
1571,"Veliko Turnovo University ""Cyril and Methodius""",BGR,"Т.Търновски 2, 5003 Sveta Gora, Veliko Tarnovo, Bulgaria"
1572,Al Ahlia University,BHR,"Exhibitions Ave, Manama, Bahrain"
1573,Ama International University,BHR,"AMA University, Rd No 817, Salmabad, Bahrain"
1574,Applied Science University,BHR,"Al Arab St 21, Amman, Jordan"
1575,Arabian Gulf University,BHR,"Road 2904 Building 293 Manama, 329, Bahrain"
1576,Arab Open University,BHR,"الامير فيصل بن عبدالله بن عبدالرحمن, حطين، Riyadh 13517, Saudi Arabia"
1577,Bahrain Polytechnic,BHR,"Isa Town, Bahrain"
1578,Gulf University College,BHR,"Building 1964, Road 4363، Sanad 743, Bahrain"
1579,New York Instiute of Technology,BHR,"1855 Broadway, New York, NY 10023, United States"
1580,RCSI-Medical University of Bahrain,BHR,Al Sayh Muharraq Governorate، Bahrain
1581,The Kingdom University,BHR,"Nuwaidrat, Bahrain"
1582,University College Bahrain,BHR,"Road 23, Post Box No: 55040, Saar, Kingdom of Bahrain, Saar, Bahrain"
1583,University of Bahrain,BHR,"Bahrain International Circuit, Zallaq, Bahrain"
1584,Espam Formation University,BEN,"Rue 1794, Cotonou, Benin"
1585,Houdegbe North American University Benin,BEN,"Agblangandan, Benin"
1586,Université d'Abomey-Calavi (UAC),BEN,"Cotonou, Benin"
1587,Institut Teknologi Brunei,BRN,"Jalan Tungku Link, Mukim Gadong A, BE1410, Brunei"
1588,Universiti Islam Sultan Sharif Ali,BRN,"Simpang 347 Jalan Pasar Gadong, Bandar Seri Begawan, Brunei"
1589,University of Brunei Darussalam,BRN,"Jalan Tungku Link, Gadong BE1410, Brunei"
1590,Escuela Militar de Ingeniería,BOL,"Riberalta, Bolivia"
1591,Universidad Adventista de Bolivia,BOL,"Av. Simón I. Patiño, Cochabamba, Bolivia"
1592,Universidad Amazonica de Pando,BOL,"Cobija, Bolivia"
1593,Universidad Andina Simón Bolivar,BOL,"Audiencia 76, Sucre, Bolivia"
1594,"Universidad Autónoma del Beni ""José Ballivián""",BOL,"Trinidad, Bolivia"
1595,Universidad Autónoma Gabriel René Moreno,BOL,"Venezuela, Santa Cruz de la Sierra, Bolivia"
1596,Universidad Autónoma Juan Misael Saracho,BOL,"Bermejo, Bolivia"
1597,Universidad Autónoma Tomás Frías,BOL,"Potosi, Bolivia"
1598,Universidad Cat├│lica Boliviana - Cochabamba,BOL,"M.M.Marques, Cochabamba, Bolivia"
1602,Universidad Central,BOL,"Cl. 21 #4-40, Bogotá, Cundinamarca, Colombia"
1603,Universidad de Aquino Bolivia,BOL,"Universidad de Aquino Bolivia, Av Marcelo Terceros Bánzer, Santa Cruz de la Sierra, Bolivia"
1604,Universidad Domingo Savio,BOL,"Av. Beni y, Santa Cruz de la Sierra, Bolivia"
1605,Universidad Empresarial Mateo Kuljis,BOL,NaN
1607,Universidad Los Andes,BOL,"Monseñor Álvaro del Portillo 12455, Santiago, Las Condes, Región Metropolitana, Chile"
1608,Universidad Mayor de San Andrés,BOL,"J.J.Perez, La Paz, Bolivia"
1609,Universidad Mayor de San Simón,BOL,"Jordan, Cochabamba, Bolivia"
1610,Universidad Nacional Siglo XX Llallagua,BOL,"Universidad Nacional Siglo XX, Ballivian, Llallagua, Bolivia"
1611,Universidad Nuestra Senora de La Paz,BOL,"Andrés Muñoz 2469, La Paz, Bolivia"
1612,Universidad NUR,BOL,"Av. Cristo Redentor Nº 100, Santa Cruz de la Sierra, Bolivia"
1613,Universidad Privada Abierta Latinoamericana,BOL,"Oruro, Bolivia"
1614,Universidad Privada Boliviana,BOL,"Av Juan Pablo II, Colcapirhua, Bolivia"
1615,Universidad Privada del Valle,BOL,"Tiquipaya, Bolivia"
1616,Universidad Privada de Santa Cruz de la Sierra,BOL,"Av Paraguá pasando el cuarto anillo, Santa Cruz de la Sierra, Bolivia"
1617,Universidad Privada Franz Tamayo (UNIFRANZ),BOL,"Landaeta, La Paz, Bolivia"
1618,Universidad Salesiana de Bolivia,BOL,"La Paz, Bolivia"
1619,Universidad San Francisco Xavier,BOL,"Sucre, Bolivia"
1620,Universidad San Francisco Xavier de Chuquisaca,BOL,"Sucre, Bolivia"
1621,Universidad Técnica de Oruro,BOL,"Pagador Nº 5777, Oruro, Bolivia"
1622,Centro Regional Universitário de Espiríto Santo do Pinhal,BRA,"Av. Hélio Vergueiro Leite, s/n - Jardim Universitário, Espírito Santo do Pinhal - SP, 13990-000, Brazil"
1623,Centro Universitário Adventista de São Paulo,BRA,"Estr. de Itapecerica, 5859 - Jardim Iae, São Paulo - SP, 05858-001, Brazil"
